RecordedAtTime,DirectionRef,PublishedLineName,OriginName,OriginLat,OriginLong,DestinationName,DestinationLat,DestinationLong,VehicleRef,VehicleLocation.Latitude,VehicleLocation.Longitude,NextStopPointName,ArrivalProximityText,DistanceFromStop,ExpectedArrivalTime,ScheduledArrivalTime
2017-12-01 00:05:51,1,Q2,HEMPSTEAD AV/225 ST,40.71162,-73.729229,JAMAICA 165 ST TERM,40.707614,-73.795538,NYCT_8500,40.708276,-73.795573,165 ST / 165 ST TERM,approaching,82,2017-12-01 00:06:22,24:04:00
2017-12-01 00:06:20,0,B6,HARWAY AV/BAY 37 ST,40.59351,-73.993996,EAST NY NEW LOTS STA,40.66642,-73.883387,NYCT_7179,40.664052,-73.881784,LIVONIA AV/ASHFORD ST,< 1 stop away,416,2017-12-01 00:07:41,24:05:00
2017-12-01 00:06:11,0,M101,ASTOR PL/3 AV,40.729567,-73.990052,FT GEORGE 193 ST via 3 AV,40.855666,-73.925259,NYCT_6077,40.818718,-73.952366,AMSTERDAM AV/W 135 ST,approaching,80,2017-12-01 00:06:38,23:47:52
2017-12-01 00:06:04,0,Bx1,LINCOLN AV/E 137 ST,40.809617,-73.928272,RIVERDALE 231 ST via CONCOURSE,40.881062,-73.908689,NYCT_5800,40.868161,-73.892561,GRAND CONCOURSE/E 198 ST,< 1 stop away,297,2017-12-01 00:07:13,24:06:25
2017-12-01 00:05:49,0,Bx16,E 206 ST/ROCHAMBEAU AV,40.874932,-73.880795,PELHAM ROPES AV via MUNDY LA,40.889844,-73.819521,NYCT_4076,40.88728,-73.824627,MC OWEN AV/BOSTON RD,< 1 stop away,480,2017-12-01 00:06:40,24:05:32
2017-12-01 00:05:57,1,Bx41,WHITE PLAINS RD/E GUN HILL RD,40.877853,-73.866668,THE HUB 150 ST via WEBSTER,40.816888,-73.917485,NYCT_4796,40.878642,-73.871581,WEBSTER AV/E GUN HILL RD,approaching,53,2017-12-01 00:06:22,24:02:23
2017-12-01 00:06:13,1,Bx12,BAY PLAZA BL/APPLEBEE'S,40.866285,-73.826858,INWOOD BWY-207 ST- PEL PKY via FRDHAM RD,40.867787,-73.920551,NYCT_4755,40.852011,-73.827179,AMENDOLA PL/WILKINSON AV,at stop,26,2017-12-01 00:06:22,24:03:00
2017-12-01 00:05:55,1,B35,HEGEMAN AV/CHESTER AV,40.656215,-73.908149,SUNSET PARK 1 AV via CHURCH,40.656499,-74.012109,NYCT_662,40.655177,-74.010334,39 ST/2 AV,approaching,57,2017-12-01 00:06:22,24:01:19
2017-12-01 00:06:03,1,B44,WASHINGTON PLZ/WASHINGTON PLZ,40.709285,-73.959526,EMMONS AV,40.584028,-73.938408,NYCT_5177,40.675641,-73.949958,NOSTRAND AV/PROSPECT PL,approaching,136,2017-12-01 00:06:55,24:01:38
2017-12-01 00:06:13,0,B12,PARKSIDE AV/OCEAN AV,40.654887,-73.961725,EAST NY ALABAMA AV,40.676817,-73.899659,NYCT_6795,40.676862,-73.899714,FULTON ST/ALABAMA AV,at stop,3,2017-12-01 00:06:22,24:09:00
2017-12-01 00:06:13,0,Bx4,BERGEN AV/WESTCHESTER AV,40.8163,-73.915704,WESTCHTR SQ via WESTCHTR AV,40.840268,-73.843224,NYCT_4771,40.83154,-73.867539,WESTCHESTER AV/THIERIOT AV,< 1 stop away,244,2017-12-01 00:06:53,24:04:09
2017-12-01 00:05:58,0,M Shuttle Bus,BROADWAY/MYRTLE AV,40.69726,-73.935893,MYRTLE- WYCKOFF AVS,40.699793,-73.910688,NYCT_6115,40.698832,-73.918106,MYRTLE AV/BLEECKER ST,at stop,30,2017-12-01 00:06:22,00:08:36
2017-12-01 00:06:13,0,Bx2,LINCOLN AV/E 137 ST,40.809617,-73.928272,KNGSBRDG HTS FT INDEP ST via CONCOURSE,40.878747,-73.898032,NYCT_1207,40.849018,-73.906135,GRAND CONCOURSE/E TREMONT AV,at stop,10,2017-12-01 00:06:22,24:06:00
2017-12-01 00:06:10,1,M57,E 60 ST/YORK AV,40.75931,-73.959464,WEST SIDE BWAY - 72 ST XTOWN,40.778765,-73.982253,NYCT_3911,40.777069,-73.986473,WEST END AV/W 69 ST,approaching,87,2017-12-01 00:06:23,23:53:32
2017-12-01 00:06:07,1,M102,W 146 ST/MALCOLM X BL,40.821152,-73.935977,EAST VIL 6 ST via LEX AV,40.729113,-73.990259,NYCT_5642,40.780666,-73.954729,LEXINGTON AV/E 86 ST,< 1 stop away,175,2017-12-01 00:06:30,24:03:05
2017-12-01 00:05:53,1,Bx2,SEDGWICK AV/FT INDEPENDENCE ST,40.878632,-73.89775,MOTT HAVEN 136 ST via CONCOURSE,40.809653,-73.928362,NYCT_5570,40.834763,-73.917704,GRAND CONCOURSE/E 167 ST,approaching,78,2017-12-01 00:06:22,24:05:59
2017-12-01 00:05:58,0,B6,HARWAY AV/BAY 37 ST,40.59351,-73.993996,EAST NY NEW LOTS STA,40.66642,-73.883387,NYCT_7148,40.64223,-73.902882,FLATLANDS AV/E 94 ST,at stop,12,2017-12-01 00:06:22,24:02:48
2017-12-01 00:06:06,1,S53,4 AV/86 ST,40.622312,-74.028688,PT RICHMOND,40.640296,-74.13133,NYCT_8236,40.60686,-74.04399,LILY POND AV/MAJOR AV,1.7 miles away,2709,2017-12-01 00:10:01,24:16:30
2017-12-01 00:06:04,0,S74,BRICKTOWN SHOPPING/CENTER,40.530102,-74.226292,ST GEORGE FERRY,40.643585,-74.07261,NYCT_8151,40.575212,-74.122226,RICHMOND RD/ROSE AV,approaching,101,2017-12-01 00:06:22,24:06:34
2017-12-01 00:06:04,1,B63,BROOKLYN BRIDGE PARK RD/JORALEMON ST,40.692232,-74.000448,BAY RIDGE SHORE RD via 5 AV,40.612311,-74.035981,NYCT_343,40.686862,-73.984658,ATLANTIC AV/BOND ST,at stop,11,2017-12-01 00:06:22,24:01:38
2017-12-01 00:06:15,0,S78,BRICKTOWN SHOPPING/CENTER,40.530102,-74.226292,ST GEORGE FERRY via HYLAN,40.643585,-74.07261,NYCT_8139,40.5976,-74.074111,HYLAN BL/LINWOOD AV,at stop,12,2017-12-01 00:06:22,24:04:45
2017-12-01 00:05:54,1,B35,HEGEMAN AV/CHESTER AV,40.656215,-73.908149,SUNSET PARK 1 AV via CHURCH,40.656499,-74.012109,NYCT_427,40.642979,-73.978999,CHURCH AV/MC DONALD AV,approaching,80,2017-12-01 00:06:22,24:06:00
2017-12-01 00:05:51,1,B60,WASHINGTON PLZ/LANE 2,40.709517,-73.959497,CANARSIE WILLIAMS AV,40.650239,-73.891686,NYCT_3999,40.664337,-73.909365,ROCKAWAY AV/DUMONT AV,approaching,58,2017-12-01 00:06:22,23:55:44
2017-12-01 00:06:01,0,M35,LEXINGTON AV/E 125 ST,40.80458,-73.937417,WARDS ISLAND,40.785111,-73.930715,NYCT_1269,40.804532,-73.937305,LEXINGTON AV/E 125 ST,at stop,0,NA,24:15:00
2017-12-01 00:06:04,1,B46,WASHINGTON PLZ/LANE3,40.709392,-73.95952,KINGS PLAZA via UTICA,40.60914,-73.921443,NYCT_5139,40.695575,-73.932746,BROADWAY/WILLOUGHBY AV,at stop,0,NA,23:57:39
2017-12-01 00:06:09,0,M20,STATE ST/WHITEHALL ST,40.70242,-74.013049,LINCOLN CENTER 66 ST via 8 AV,40.771797,-73.982364,NYCT_5219,40.758381,-73.988953,8 AV/W 46 ST,approaching,136,NA,23:44:58
2017-12-01 00:05:53,1,B17,EASTERN PY/UTICA AV,40.668537,-73.931235,CANARSIE SEAVIEW AV,40.638922,-73.881553,NYCT_7094,40.666458,-73.931342,UTICA AV/CARROLL ST,approaching,73,2017-12-01 00:06:22,24:06:27
2017-12-01 00:06:04,0,M50,12 AV/W 42 ST ISLAND,40.762049,-74.000996,E 49 ST & 1 AV,40.753416,-73.966833,NYCT_6738,40.766002,-73.994918,W 50 ST/11 AV,approaching,42,2017-12-01 00:06:22,24:03:00
2017-12-01 00:06:10,1,Bx11,W FARMS RD/WESTCHESTER AV,40.825047,-73.891564,WASHINGTON HEIGHTS  G W BRIDGE,40.849034,-73.93731,NYCT_293,40.838693,-73.913435,E 170 ST/GRAND CONCOURSE,at stop,2,2017-12-01 00:06:22,23:59:19
2017-12-01 00:06:01,1,M116,PLEASANT AV/E 120 ST,40.797246,-73.931695,WEST SIDE BWAY - 106 ST XTOWN,40.801329,-73.967601,NYCT_3880,40.7972,-73.931587,PLEASANT AV/E 120 ST,at stop,0,NA,24:05:00
2017-12-01 00:06:18,1,S46,ST GEORGE FERRY/S46 & S96,40.643429,-74.073653,W SHORE PLZ via CASTLETON,40.601971,-74.191329,NYCT_8233,40.631526,-74.146786,WALKER ST/PULASKI AV,< 1 stop away,156,2017-12-01 00:06:43,23:55:15
2017-12-01 00:05:50,1,S79-SBS,4 AV/86 ST,40.622658,-74.028343,SELECT BUS SI MALL via HYLAN,40.583351,-74.161813,NYCT_4272,40.566829,-74.113534,HYLAN BL/LINDBERGH AV,at stop,0,2017-12-01 00:06:22,24:02:46
2017-12-01 00:06:12,0,B82,STILLWELL TERMINAL BUS LOOP,40.577079,-73.981296,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,40.642991,-73.878325,NYCT_7104,40.60146,-73.994316,BAY PY/86 ST,approaching,128,2017-12-01 00:06:37,23:57:56
2017-12-01 00:06:01,0,B41,FLATBUSH AV/KINGS PLAZA,40.609251,-73.92154,DNTWN BKLYN CADMAN PLZ via FLATBSH,40.695406,-73.990781,NYCT_4533,40.639526,-73.954671,FLATBUSH AV/AV D,< 1 stop away,170,2017-12-01 00:06:50,24:04:53
2017-12-01 00:05:59,0,Q48,DITMARS BL/102 ST,40.768659,-73.868283,FLUSHING MAIN ST STA,40.75944,-73.830342,NYCT_7367,40.761435,-73.86053,108 ST/ASTORIA BL,approaching,109,2017-12-01 00:06:22,23:59:55
2017-12-01 00:06:13,0,Bx15,ST CLAIRE PL/W 125 ST,40.817065,-73.959775,FORDHAM PLZ via 3 AV,40.86099,-73.890265,NYCT_5880,40.846463,-73.896275,3 AV/E TREMONT AV,approaching,69,NA,23:58:00
2017-12-01 00:05:22,1,Q4,235 ST/LINDEN BL,40.690366,-73.727479,JAMAICA PRSNS - ARCHR via LINDEN,40.701681,-73.802477,NYCT_8453,40.69519,-73.781977,MERRICK BL/110 AV,approaching,149,2017-12-01 00:06:22,23:57:00
2017-12-01 00:06:13,1,Bx19,SOUTHERN BL/BOTANICAL GARDENS,40.861148,-73.88101,RIVRBNK PK via SOUTHRN via 149 ST,40.826771,-73.955412,NYCT_5937,40.839499,-73.886469,SOUTHERN BL/E 174 ST,< 1 stop away,239,2017-12-01 00:07:17,24:06:33
2017-12-01 00:06:09,1,B6,LIVONIA AV/ASHFORD ST,40.666382,-73.883617,BENSONHURST HARWAY AV,40.592947,-73.993383,NYCT_4867,40.633162,-73.937105,GLENWOOD RD/ALBANY AV,< 1 stop away,179,2017-12-01 00:06:43,23:48:14
2017-12-01 00:06:15,0,Q44-SBS,MERRICK BL/ARCHER AV,40.704907,-73.793306,SELECT BUS BRONX ZOO via MAIN ST,40.842458,-73.877118,NYCT_5999,40.710494,-73.818782,MAIN ST/UNION TPKE,0.6 miles away,894,2017-12-01 00:08:41,24:02:25
2017-12-01 00:06:16,1,S52,ST GEORGE FERRY/S42 & S52,40.643539,-74.073325,SI HOSP SEAVIEW AV,40.58674,-74.086583,NYCT_7019,40.594878,-74.076094,MC CLEAN AV/MALLORY AV,< 1 stop away,187,2017-12-01 00:06:51,23:59:32
2017-12-01 00:06:05,0,S44,YUKON AV/KMART DWY,40.575645,-74.16715,ST GEORGE FERRY,40.643743,-74.073214,NYCT_8298,40.63823,-74.108739,HENDERSON AV/BARD AV,approaching,85,2017-12-01 00:06:22,24:06:50
2017-12-01 00:06:12,1,X10,E 57 ST/3 AV,40.76043,-73.967671,PT RICHMOND via NARROWS RD via GANNON AV,40.633696,-74.129779,NYCT_2663,40.608126,-74.145274,N GANNON AV / WILLOWBROOK RD,< 1 stop away,158,2017-12-01 00:06:32,24:02:52
2017-12-01 00:05:49,1,X10,E 57 ST/3 AV,40.76043,-73.967671,PT RICHMOND via NARROWS RD via GANNON AV,40.633696,-74.129779,NYCT_2604,40.633685,-74.136302,PORT RICHMOND AV/ALBION PL,approaching,102,NA,23:57:12
2017-12-01 00:06:11,0,M104,W 41 ST/8 AV,40.756549,-73.990123,W HARLEM 129 ST via BWAY,40.814906,-73.955044,NYCT_6417,40.795675,-73.970918,BROADWAY/W 99 ST,approaching,137,2017-12-01 00:07:01,24:05:09
2017-12-01 00:05:51,1,M14A,GRAND ST/FDR DR,40.713264,-73.977982,ABINGDON SQ CROSSTOWN,40.73767,-74.005766,NYCT_5281,40.723359,-73.985499,AV A/E 3 ST,approaching,69,2017-12-01 00:06:22,23:42:59
2017-12-01 00:06:05,0,B82,STILLWELL TERMINAL BUS LOOP,40.577079,-73.981296,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,40.642991,-73.878325,NYCT_6614,40.650678,-73.884859,PENNSYLVANIA AV/VANDALIA AV,approaching,33,2017-12-01 00:06:48,24:01:55
2017-12-01 00:05:49,0,Bx28,VALENTINE AV/E 192 ST,40.864076,-73.894613,CO-OP CITY EARHART LA via GUNHILL,40.860826,-73.822669,NYCT_8341,40.879561,-73.878888,E GUN HILL RD/TRYON AV,< 1 stop away,340,2017-12-01 00:07:53,24:11:19
2017-12-01 00:06:04,1,B52,PALMETTO ST/ST NICHOLAS AV,40.700421,-73.909993,DNTWN BKLYN TILLARY ST via GATES,40.693939,-73.990314,NYCT_6577,40.68725,-73.941582,GATES AV/THROOP AV,at stop,6,2017-12-01 00:06:22,24:06:00
2017-12-01 00:05:48,1,B46,WASHINGTON PLZ/LANE3,40.709392,-73.95952,KINGS PLAZA via UTICA,40.60914,-73.921443,NYCT_5067,40.676795,-73.930366,UTICA AV/DEAN ST,approaching,88,2017-12-01 00:06:22,24:00:12
2017-12-01 00:06:00,1,B44,WASHINGTON PLZ/WASHINGTON PLZ,40.709285,-73.959526,EMMONS AV,40.584028,-73.938408,NYCT_4599,40.584286,-73.932133,EMMONS AV/NOSTRAND AV,< 1 stop away,531,2017-12-01 00:07:10,24:06:00
2017-12-01 00:06:13,1,Bx19,SOUTHERN BL/BOTANICAL GARDENS,40.861148,-73.88101,HAMILTON HTS  BWAY-145 ST,40.826407,-73.950176,NYCT_5956,40.86022,-73.88063,SOUTHERN BL/E FORDHAM RD,< 1 stop away,454,2017-12-01 00:07:13,00:17:00
2017-12-01 00:05:49,1,B68,PROSPECT PK SW/BARTEL PRITCHARD SQ,40.660699,-73.979409,CONEY ISLAND STILLWELL AV via C I AV,40.576991,-73.981426,NYCT_799,40.578441,-73.981796,STILLWELL/TERMINAL,< 1 stop away,171,2017-12-01 00:06:22,24:07:00
2017-12-01 00:05:59,0,M20,STATE ST/WHITEHALL ST,40.70242,-74.013049,LINCOLN CENTER 66 ST via 8 AV,40.771797,-73.982364,NYCT_6742,40.748365,-73.996249,8 AV/W 28 ST,approaching,46,2017-12-01 00:06:22,23:57:22
2017-12-01 00:06:15,0,B2,E 16 ST/QUENTIN RD,40.607383,-73.957178,KINGS PLAZA,40.60943,-73.921754,NYCT_4607,40.611206,-73.929088,AV S/COLEMAN ST,approaching,139,2017-12-01 00:06:39,24:08:29
2017-12-01 00:05:52,0,M55,STATE ST/WHITEHALL ST,40.70242,-74.013049,44 ST 6 AV,40.755986,-73.982997,NYCT_5214,40.730946,-74.001477,AV OF THE AMERICAS/WAVERLY PL,< 1 stop away,267,2017-12-01 00:07:07,24:01:17
2017-12-01 00:05:56,0,Q58,PALMETTO ST/MYRTLE AV,40.700178,-73.910254,FLUSHING MAIN ST,40.757344,-73.829362,NYCT_7255,40.74425,-73.861433,CORONA AV/104 ST,< 1 stop away,267,2017-12-01 00:06:47,23:57:07
2017-12-01 00:06:15,1,B52,PALMETTO ST/ST NICHOLAS AV,40.700421,-73.909993,DNTWN BKLYN TILLARY ST via GATES,40.693939,-73.990314,NYCT_6552,40.693922,-73.990411,CADMAN PZ W/TILLARY ST,< 1 stop away,195,NA,NA
2017-12-01 00:05:47,0,B17,SEAVIEW AV/E 108 ST,40.639112,-73.881742,CROWN HTS EASTERN PKY,40.668556,-73.931625,NYCT_6817,40.66869,-73.93303,EASTERN PY/UTICA AV,approaching,119,2017-12-01 00:06:23,24:09:00
2017-12-01 00:05:48,0,B46,KINGS PLAZA,40.609564,-73.921817,BRIDGE PLZ via UTICA,40.709404,-73.959565,NYCT_7364,40.656015,-73.930841,UTICA AV/WINTHROP ST,< 1 stop away,296,2017-12-01 00:07:15,24:08:29
2017-12-01 00:05:53,0,B15,MARCUS GARVEY BL/BROADWAY,40.699722,-73.941516,JFK AIRPORT,40.646909,-73.779564,NYCT_7111,40.644639,-73.799141,JFK AIRPORT/TERMINAL 5 AirTrain STATION,1.3 miles away,2144,2017-12-01 00:09:14,23:57:00
2017-12-01 00:06:10,0,Q43,ARCHER AV/SUTPHIN BL,40.700505,-73.807825,FLORAL PARK 268 ST via HILLSIDE,40.738702,-73.701458,NYCT_8037,40.723692,-73.755688,HILLSIDE AV/212 ST,< 1 stop away,214,2017-12-01 00:06:48,24:04:29
2017-12-01 00:05:54,1,X1,CENTRAL PARK S/6 AV,40.766314,-73.977491,ELTNGVLE TRANST CTR via HYLAN BL RICH AV,40.560836,-74.17112,NYCT_2670,40.555313,-74.12955,HYLAN BL/BAY TER,< 1 stop away,474,2017-12-01 00:06:44,24:05:40
2017-12-01 00:06:09,0,M11,BETHUNE ST/GREENWICH ST,40.736989,-74.006358,133 ST - BROADWAY,40.818255,-73.956111,NYCT_6712,40.81808,-73.956409,BROADWAY/W 133 ST,at stop,29,2017-12-01 00:06:22,24:03:00
2017-12-01 00:05:51,0,B8,4 AV/95 ST,40.616105,-74.031146,BROWNSVILLE ROCKAWAY AV,40.656047,-73.907383,NYCT_452,40.636429,-73.958185,FOSTER AV/OCEAN AV,at stop,16,2017-12-01 00:06:22,24:07:15
2017-12-01 00:05:50,1,Q85,243 ST/147 AV,40.657737,-73.741214,JAMAICA PRSNS - ARCHR,40.701681,-73.802477,NYCT_8420,40.673228,-73.763943,BEDELL ST/FARMERS BL,approaching,113,2017-12-01 00:06:26,24:05:19
2017-12-01 00:05:49,0,M42,12 AV/42 ST,40.762148,-74.00144,UN - 1 AV CROSSTOWN,40.748005,-73.969803,NYCT_3923,40.755864,-73.986544,W 42 ST/BROADWAY,approaching,120,2017-12-01 00:06:45,24:04:00
2017-12-01 00:05:10,1,Q48,ROOSEVELT AV/MAIN ST,40.759584,-73.830302,LAGUARDIA AIRPORT,40.768643,-73.868269,NYCT_4453,40.768801,-73.869854,23 AV/97 ST,< 1 stop away,293,2017-12-01 00:06:22,24:05:02
2017-12-01 00:06:04,0,Q4,TEARDROP/LAYOVER,40.701747,-73.802398,CAMBRIA HTS 235 ST via LINDEN,40.690804,-73.727581,NYCT_4910,40.690825,-73.727576,235 ST / LINDEN BL,at stop,0,2017-12-01 00:06:22,23:58:00
2017-12-01 00:05:46,0,Bx28,VALENTINE AV/E 192 ST,40.864076,-73.894613,CO-OP CITY EARHART LA via GUNHILL,40.860826,-73.822669,NYCT_4412,40.874078,-73.856077,E GUN HILL RD/LACONIA AV,approaching,96,2017-12-01 00:06:22,24:05:15
2017-12-01 00:05:56,0,Q58,PALMETTO ST/MYRTLE AV,40.700178,-73.910254,FLUSHING MAIN ST,40.757344,-73.829362,NYCT_6627,40.719703,-73.902579,FRESH POND RD/59 AV,at stop,0,NA,24:06:25
2017-12-01 00:06:14,0,Bx33,W 135 ST/ST NICHOLAS AV,40.816959,-73.947806,PT MORRIS 132 ST,40.79965,-73.9116,NYCT_691,40.813008,-73.929961,E 138 ST/CANAL ST W,approaching,151,2017-12-01 00:06:51,24:07:10
2017-12-01 00:06:18,0,B46,KINGS PLAZA,40.609564,-73.921817,BRIDGE PLZ via UTICA,40.709404,-73.959565,NYCT_4603,40.709454,-73.959689,WASHINGTON PLZ/LANE3,at stop,11,2017-12-01 00:06:22,23:53:00
2017-12-01 00:06:20,0,M10,8 AV/W  57 ST,40.766762,-73.982741,HARLEM 159 ST via 8 AV,40.831209,-73.935693,NYCT_6721,40.821864,-73.942628,FRED DOUGLASS BL/W 145 ST,< 1 stop away,164,2017-12-01 00:06:58,24:02:45
2017-12-01 00:05:55,0,Q24,PATCHEN AV/LAFAYETTE AV,40.692479,-73.927904,JAMAICA  168 ST via ATLANTIC,40.704442,-73.792612,NYCT_6836,40.696328,-73.817003,ATLANTIC AV/132 ST,at stop,13,2017-12-01 00:06:22,24:06:21
2017-12-01 00:06:13,1,B13,WYCKOFF AV/DE KALB AV,40.704324,-73.91937,SPRING CREEK GATEWAY MALL,40.652821,-73.876756,NYCT_4434,40.651311,-73.875646,GATEWAY CTR TERM/GATEWAY DR,< 1 stop away,191,2017-12-01 00:06:44,24:00:00
2017-12-01 00:06:20,1,M60-SBS,LGA/TERMINAL D,40.768386,-73.862535,SELECT BUS WEST SIDE BWAY - 106 ST,40.801424,-73.968241,NYCT_5981,40.811258,-73.953751,AMSTERDAM AV/W 125 ST,< 1 stop away,394,2017-12-01 00:08:17,23:46:05
2017-12-01 00:06:11,1,Bx15,3 AV/E FORDHAM RD,40.86063,-73.890797,W. HARLEM 12 AV via 3 AV via 125 ST,40.817913,-73.960168,NYCT_5604,40.817857,-73.960279,W 125 ST/12 AV,at stop,0,NA,23:58:00
2017-12-01 00:05:50,1,X1,CENTRAL PARK S/6 AV,40.766314,-73.977491,ELTNGVLE TRANST CTR via HYLAN BL RICH AV,40.560836,-74.17112,NYCT_2694,40.559422,-74.124953,HYLAN BL/MONTREAL AV,approaching,107,2017-12-01 00:06:22,23:51:26
2017-12-01 00:05:56,1,X17,E 57 ST/3 AV,40.76043,-73.967671,ARDEN HTS HUGENOT AV via NJ via DRMGOOLE,40.543643,-74.196718,NYCT_2498,40.71013,-74.009711,BROADWAY/CORTLANDT ST,at stop,21,2017-12-01 00:06:22,24:01:24
2017-12-01 00:06:04,0,M57,W 72 ST/BROADWAY,40.779034,-73.982412,EAST SIDE YORK - 60 ST XTOWN,40.759519,-73.959889,NYCT_6747,40.75931,-73.965301,E 57 ST/2 AV,approaching,44,2017-12-01 00:06:37,24:04:57
2017-12-01 00:06:00,0,B3,25 AV/HARWAY AV,40.593023,-73.992179,BERGEN BCH E 71 ST via AV U,40.61988,-73.907262,NYCT_4895,40.601875,-73.934812,AV U/BURNETT ST,< 1 stop away,174,2017-12-01 00:06:40,24:06:45
2017-12-01 00:06:16,0,B25,FRONT ST / YORK ST,40.702514,-73.991915,BWAY JCT ALABAMA AV via FULTON,40.676719,-73.900118,NYCT_7105,40.676756,-73.900185,EAST NEW YORK AV/ALABAMA AV,at stop,3,NA,23:53:00
2017-12-01 00:06:02,0,Q20A,MERRICK BL/ARCHER AV,40.704907,-73.793306,COLLEGE PT via MAIN ST via 20 AV,40.784147,-73.845503,NYCT_7421,40.716388,-73.816392,MAIN ST/UNION TPKE,< 1 stop away,186,2017-12-01 00:06:49,24:07:00
2017-12-01 00:06:01,1,Q31,FRANCIS LEWIS BL/27 AV,40.772628,-73.795068,JAMAICA LIRR STA SUTPHIN BL,40.700502,-73.807842,NYCT_7383,40.708371,-73.791671,169 ST/JAMAICA AV,< 1 stop away,165,2017-12-01 00:06:34,24:08:47
2017-12-01 00:06:19,0,M11,BETHUNE ST/GREENWICH ST,40.736989,-74.006358,133 ST - BROADWAY,40.818255,-73.956111,NYCT_6370,40.784799,-73.977121,AMSTERDAM AV/W 83 ST,approaching,151,2017-12-01 00:06:48,24:10:06
2017-12-01 00:05:57,0,Bx12,BROADWAY/ISHAM ST,40.868075,-73.919807,BAY PLAZA via FORDHAM RD via PELHAM PKY,40.866044,-73.826723,NYCT_4775,40.866007,-73.831272,BAY PLAZA BL/OPP STAPLES,< 1 stop away,253,2017-12-01 00:06:28,23:57:25
2017-12-01 00:05:59,0,Bx41,3 AV/151 ST,40.8171,-73.91603,WILLIAMSBRIDGE GUN HILL RD via WEBSTER,40.877934,-73.866586,NYCT_5744,40.877879,-73.868393,E GUN HILL RD/OLINVILLE AV,at stop,20,NA,24:04:57
2017-12-01 00:05:54,1,Q85,WEST CIRCLE DR /PARKING STRUCTURE,40.661908,-73.723262,JAMAICA PRSNS - ARCHR,40.701681,-73.802477,NYCT_8079,40.691508,-73.779001,MERRICK BL/LINDEN BL,at stop,6,2017-12-01 00:06:22,23:58:00
